# DiversMap 統合地点データ
# フォーマット: id,name,category,subcategory,district,postal_code,address,phone,hours,access,website_url,description,tags,source,lat,lng
#
# category: transit / hazard / accessible / food / tourism / shopping / medical / other
# tags: | 区切りのタグ（バリアフリー設備・店舗特徴など）
# lat/lng: 省略可（空欄でマップに表示しない）
#
# 追加・修正はこのファイルを直接編集してください（再ビルド不要）
# 既存施設データを更新する場合は dart run tool/migrate_to_places.dart を再実行
id,name,category,subcategory,district,postal_code,address,phone,hours,access,website_url,description,tags,source,lat,lng
bf_0109,下山門公民館,accessible,官公庁舎・公共施設,西区,819-0052,福岡市西区下山門４－１４－３８,092-881-8383,,西鉄下山門小学校バス停から徒歩3分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、研修室、事務室）,バリアフリートイレ|段差無し|障がい者等対応エレベーター|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|小児用便器|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.577225,130.309189
bf_0110,福岡市立障がい者スポーツセンター（さん・さんプラザ）,accessible,官公庁舎・公共施設|福祉,南区,815-0031,福岡市南区清水１－１７－1５,092-511-1132,,西鉄清水町バス停から徒歩5分,https://www.nonohana.or.jp/sunsun/,施設は、障がい者の方を優先とし、市民との交流の場としています。ＡＥＤ設置しています。,車いす貸出|車いす対応自動販売機|車いす対応客席|エレベーター|バリアフリートイレ|障がい者等対応エレベーター|乗り降りしやすい駐車場|文字案内|手話対応|筆談対応|点字（誘導）ブロック|点字案内|音声案内|点字・音声案内自動販売機|ほじょ犬の同伴可能|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.570232,130.419189
bf_0111,城南区子どもプラザ,accessible,官公庁舎・公共施設,城南区,814-0103,福岡市城南区鳥飼5-2-25,092-831-4212,10：00～16：00,福岡市営地下鉄七隈線「別府」駅から徒歩1分 西鉄バス「別府駅前」下車徒歩3分、「城南区役所北口」「城南区役所前」下車徒歩1分,https://jyonanplaza.com/,福岡市の「赤ちゃんの駅」の登録施設です。 乳幼児親子がいつでも気軽に訪れ、自由に遊ぶことができる福岡市城南区の子育て支援の拠点です。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|点字（誘導）ブロック|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|授乳室|キッズルーム|オストメイト対応設備|温水洗浄便座|駐車場|全館禁煙,市データ,33.575581,130.370651
bf_0112,城南区保健福祉センター,accessible,福祉|官公庁舎・公共施設,城南区,814-0103,福岡市城南区鳥飼５－２－２５ 城南保健所,092-831-4207,,西鉄城南区役所前バス停から徒歩1分 市営地下鉄別府駅から徒歩5分,http://www.city.fukuoka.lg.jp/jonan/index.html,福岡市「赤ちゃんの駅」の登録施設です。 ＡＥＤは、１階受付にあります。 駐車場から施設入口までスロープがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|点字（誘導）ブロック|屋内のおむつ交換スペース|ベビーチェア|小児用便器|授乳室|キッズルーム|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.575581,130.370651
bf_0113,城南区役所,accessible,官公庁舎・公共施設,城南区,814-0192,福岡市城南区鳥飼６－１－１,092-833-4003,,西鉄城南区役所前バス停から徒歩1分,http://www.city.fukuoka.lg.jp/jonan/index.html,福岡市「赤ちゃんの駅」の登録施設です。,車いす貸出|車いす対応公衆電話|介添えサービス|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|手話対応|筆談対応|点字（誘導）ブロック|点字案内|親子トイレ|屋内のおむつ交換スペース|ベビーチェア|小児用便器|ベビーカー貸出|授乳室|全館禁煙,市データ,33.5755,130.370483
bf_0114,城南公民館,accessible,官公庁舎・公共施設,城南区,814-0111,福岡市城南区茶山６丁目２１－５,092-843-9418,,西鉄バス 別府四丁目バス停から徒歩約８分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|点字（誘導）ブロック|親子トイレ|トイレのおむつ交換スペース|ベビーチェア|小児用便器|温水洗浄便座|全館禁煙,市データ,33.565876,130.360947
bf_0115,城南市民センター,accessible,官公庁舎・公共施設,城南区,814-0142,福岡市城南区片江５－３－２５,092-862-2141,,市営地下鉄七隈駅から徒歩10分,http://jonan-c.net/,福岡市「赤ちゃんの駅」の登録施設です。市民センターは、各種の講座・講演会等の開催、地域公民館への助言・指導、さまざまな情報の提供等を行っています。,車いす貸出|車いす対応公衆電話|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|小児用便器|授乳室|託児室|温水洗浄便座|全館禁煙,市データ,33.551525,130.367188
bf_0116,城南市民プール,accessible,官公庁舎・公共施設,城南区,814-0142,福岡市城南区片江１－５－１,092-863-7098,,西鉄片江一丁目バス停から徒歩1分,http://jonan-pool.nishitetsu-bm.co.jp/,休館日 毎週火曜日・第２水曜日,車いす貸出|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|全館禁煙,市データ,33.550842,130.379715
bf_0117,城南障がい者フレンドホーム,accessible,福祉,城南区,814-0143,福岡市城南区南片江２－３２－１,092-861-1180,,西鉄西片江１丁目または南片江バス停から徒歩5分,,地域の障がいのある方の自立と憩いの場、交流の場を提供し、健康で明るく生きがいのある生活を支援します。,エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|点字（誘導）ブロック|温水洗浄便座|全館禁煙,市データ,33.544842,130.371719
bf_0118,城南体育館,accessible,官公庁舎・公共施設,城南区,814-0104,福岡市城南区別府６－１４－２２,092-851-0303,,市営地下鉄茶山駅から徒歩1分,http://www.jonan-taiikukan.com/,福岡市城南区の体育施設です。ＡＥＤが1階に設置してあります。各種サークル様の活動や体育館主催の運動教室を開催しております。個人利用も可能です。,車いす貸出|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|全館禁煙,市データ,33.56728,130.365311
bf_0119,城原公民館,accessible,官公庁舎・公共施設,西区,819-0054,福岡市西区上山門１－２６－１２,092-891-7966,,西鉄中村バス停から徒歩8分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、研修室、事務室、印刷室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.570923,130.30687
bf_0120,城ノ原人権のまちづくり館,accessible,官公庁舎・公共施設,西区,819-0054,福岡市西区上山門２－２５－５０,092-881-7356,,西鉄上山門２丁目バス停から徒歩7分,,,バリアフリートイレ|段差無し|温水洗浄便座|自動ドア|全館禁煙,市データ,33.572598,130.303696
bf_0121,福岡市地下鉄 次郎丸駅,accessible,公共交通機関,早良区,814-0165,福岡市早良区次郎丸一丁目,092-894-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/jiromaru.php,駅務室にＡＥＤがあります。,車いす貸出|車いす対応公衆電話|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.553398,130.33287
bf_0122,城浜公民館,accessible,官公庁舎・公共施設,東区,813-0045,福岡市東区城浜団地３２－２,092-671-6181,,西鉄バス 城浜団地バス停から徒歩6分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|点字（誘導）ブロック|親子トイレ|トイレのおむつ交換スペース|温水洗浄便座|全館禁煙,市データ,33.649342,130.422409
bf_0123,心身障がい福祉センター（あいあいセンター）,accessible,福祉,中央区,810-0072,福岡市中央区長浜１－２－８,092-721-1611,,西鉄福祉センター前バス停から徒歩1分,http://www.fc-jigyoudan.org/aiai/,障がい児・者の療育、訓練、相談、診断、判定等を行っています。７階研修室・会議室の貸出しを行っています。５階には福岡市障がい者更生相談所があります。ＡＥＤを設置しています。,車いす貸出|車いす対応自動販売機|車いす対応客席|エレベーター|バリアフリートイレ|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|点字案内|屋内のおむつ交換スペース|ベビーチェア|小児用便器|温水洗浄便座|全館禁煙,市データ,33.594906,130.394562
bf_0124,周船寺公民館,accessible,官公庁舎・公共施設,西区,819-0371,福岡市西区大字飯氏８７６－１,092-806-1371,,ＪＲ周船寺駅から徒歩8分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、事務室、印刷室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.570442,130.248276
bf_0125,簀子公民館,accessible,官公庁舎・公共施設,中央区,810-0074,福岡市中央区大手門３丁目１０－７,092-712-2268,,西鉄大手門三丁目バス停から徒歩約３分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|キッズルーム|温水洗浄便座|全館禁煙,市データ,33.591019,130.381027
bf_0126,住吉公民館,accessible,官公庁舎・公共施設,博多区,812-0018,福岡市博多区住吉５丁目６－１,092-441-6955,,西鉄住吉バス停から徒歩6分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|筆談対応|トイレのおむつ交換スペース|ベビーチェア|授乳室|温水洗浄便座|全館禁煙,市データ,33.582722,130.416473
bf_0127,西陵公民館,accessible,官公庁舎・公共施設,西区,819-0054,福岡市西区上山門３－５－１,092-891-6342,,西鉄生の松原三丁目バス停から徒歩3分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、研修室、事務室、印刷室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.575024,130.301315
bf_0128,総合西市民プール,accessible,官公庁舎・公共施設,西区,819-0046,福岡市西区西の丘１－４－１,092-885-0124,,西鉄西市民プール前バス停から徒歩1分,http://www.sports-fukuokacity.or.jp/,障がい者用ロッカールームが有ります。,車いす貸出|車いす対応客席|エレベーター|バリアフリートイレ|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|屋内のおむつ交換スペース|キッズルーム|障がいのある方、高齢者の方への割引|温水洗浄便座|全館禁煙,市データ,33.561489,130.3022
bf_0129,大名公民館,accessible,官公庁舎・公共施設,中央区,810-0041,福岡市中央区大名２丁目６－５３,092-751-4212,,西鉄グランドホテル前バス停から徒歩約1分,http://gakushu.city.fukuoka.lg.jp/center/detail.php?id=269,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家 ・舞鶴小中学校多目的室,バリアフリートイレ|段差無し|温水洗浄便座|全館禁煙,市データ,33.589981,130.395035
bf_0130,高木公民館,accessible,官公庁舎・公共施設,南区,815-0004,福岡市南区高木３丁目１１－７,092-585-1332,,西鉄電車井尻駅から徒歩約１３分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.555809,130.435822
bf_0131,高取公民館,accessible,官公庁舎・公共施設,早良区,814-0011,福岡市早良区高取１丁目１４－１３,092-851-9705,,市営地下鉄藤崎駅から徒歩約１１分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|小児用便器|オストメイト対応設備|温水洗浄便座,市データ,33.578857,130.35318
bf_0132,高宮公民館,accessible,官公庁舎・公共施設,中央区,810-0013,福岡市中央区大宮２丁目２－１１,092-531-0029,,西鉄一本木バス停から徒歩約3分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|点字（誘導）ブロック|親子トイレ|トイレのおむつ交換スペース|ベビーチェア|小児用便器|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.576172,130.405029
bf_0133,田隈公民館,accessible,官公庁舎・公共施設,早良区,814-0171,福岡市早良区野芥２丁目８－１,092-863-7151,,市営地下鉄野芥駅から徒歩約７分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|車いす対応公衆電話|エレベーター|バリアフリートイレ|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|小児用便器|温水洗浄便座|全館禁煙,市データ,33.545273,130.346252
bf_0134,田隈人権のまちづくり館,accessible,官公庁舎・公共施設,早良区,814-0171,福岡市早良区野芥２－２６－１３,092-871-1013,,市営地下鉄 野芥駅から徒歩6分 西鉄野芥駅前バス停から徒歩6分,,,車いす貸出|エレベーター|バリアフリートイレ|障がい者等対応エレベーター|筆談対応|点字（誘導）ブロック|ほじょ犬の同伴可能|トイレのおむつ交換スペース|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.547333,130.344116
bf_0135,田島公民館,accessible,官公庁舎・公共施設,城南区,814-0113,福岡市城南区田島３丁目７－２９,092-822-0307,,市営地下鉄茶山駅から徒歩約９分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|ベビーカー貸出|温水洗浄便座|全館禁煙,市データ,33.566101,130.369873
bf_0136,多々良公民館・老人いこいの家,accessible,官公庁舎・公共施設,東区,813-0033,福岡市東区多々良一丁目56-2,092-691-3767,,西鉄バス 土井営業所バス停から徒歩3分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.630547,130.458069
bf_0137,谷人権のまちづくり館,accessible,官公庁舎・公共施設,早良区,812-1111,福岡市早良区脇山２－１１－１,092-804-3000,,西鉄谷バス停から徒歩2分,,,エレベーター|バリアフリートイレ|段差無し|屋内のおむつ交換スペース|温水洗浄便座|全館禁煙,市データ,33.498386,130.349472
bf_0138,玉川公民館,accessible,官公庁舎・公共施設,南区,815-0035,福岡市南区向野１丁目３－２３,092-541-3212,,西鉄南市民センタ－前バス停から徒歩約1分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|筆談対応|温水洗浄便座|全館禁煙,市データ,33.56427,130.421677
bf_0139,田村公民館,accessible,官公庁舎・公共施設,早良区,814-0175,福岡市早良区田村３丁目２４－２２,092-862-7349,,西鉄バス 田村団地バス停から徒歩約３分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|バリアフリートイレ|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|キッズルーム|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.540813,130.330307
bf_0140,筑紫丘公民館,accessible,官公庁舎・公共施設,南区,815-0036,福岡市南区筑紫丘２丁目２２－１５,092-512-6477,,西鉄バス 神田町バス停から徒歩約８分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|筆談対応|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.555298,130.419586
bf_0141,千早公民館,accessible,官公庁舎・公共施設,東区,813-0044,福岡市東区千早六丁目2-21-101,092-661-3240,,西鉄バス 御幸町バス停から徒歩3分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|バリアフリートイレ|筆談対応|全館禁煙,市データ,33.655594,130.437958
bf_0142,千早西公民館,accessible,官公庁舎・公共施設,東区,813-0044,福岡市東区千早三丁目３－３,092-683-3933,,西鉄バス 香椎浜二丁目バス停から徒歩8分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,エレベーター|バリアフリートイレ|障がい者等対応エレベーター|筆談対応|温水洗浄便座|全館禁煙,市データ,33.649929,130.433304
bf_0143,福岡市地下鉄 茶山駅,accessible,公共交通機関,城南区,814-0111,福岡市城南区茶山１丁目,092-715-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/chayama.php,駅務室にＡＥＤがあります。,車いす貸出|車いす対応公衆電話|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.565849,130.365723
bf_0144,中央区子どもプラザ のびのび,accessible,官公庁舎・公共施設,中央区,810-0021,福岡市中央区今泉１丁目19-22,092-741-3564,９:００～１８:００,●西鉄バスをご利用の方 ・今泉1丁目バス停下車 徒歩1分 ・西鉄グランドホテル前下車 徒歩7分 ●地下鉄をご利用の方 ・空港線：天神駅2番出口より徒歩１０分 ・七隈線：天神南駅1番出口より徒歩５分 ●電車をご利用の方 ・西鉄大牟田線: 福岡（天神）駅下車南口より徒歩５分 ●自転車をご利用の方 ・1階の駐輪場をご利用ください。 ※専用の駐車場はありません。お車でお越しの際は近隣の有料 駐車場をご利用ください。,https://jidoukaikan-aikuru.or.jp/cp_index.php,0歳から就学前の子どもさんとその保護者がいつでも利用できる遊び場です。他の親子との交流ができたり、子育てに関する相談をする事もできます。また、中央児童会館あいくると併設しているので幅広いご利用ができます。 天神にあり、交通アクセスもとてもよく、区外、市外からも大変たくさんご利用いただいています。ぜひ、みなさんあそびにきてください。ADE、コミュニケーションボード、筆談ボードなどの設置があります。,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|ほじょ犬の同伴可能|親子トイレ|トイレのおむつ交換スペース|ベビーチェア|小児用便器|授乳室|ベビーベッド|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.586418,130.39772
bf_0145,中央区役所,accessible,官公庁舎・公共施設,中央区,810-8622,福岡市中央区大名２ー５－３１,092-714-2131,,西鉄大名二丁目バス停から徒歩1分,http://www.city.fukuoka.lg.jp/chuo/index.html,福岡市「赤ちゃんの駅」の登録施設です。,車いす貸出|車いす対応公衆電話|介添えサービス|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|手話対応|筆談対応|点字（誘導）ブロック|点字案内|点字・音声案内ATM|点字・音声案内自動販売機|屋内のおむつ交換スペース|ベビーチェア|ベビーカー貸出|授乳室|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.589447,130.392746
bf_0146,中央警察署,accessible,官公庁舎・公共施設,中央区,810-0001,福岡市中央区天神１－３－３３,092-734-0110,,市営地下鉄天神南駅から徒歩3分,http://www.police.pref.fukuoka.jp/fukuoka/chuo-ps/index.html,天神交差点から点字ブロックがあります。中央警察署正面の4段の階段を昇るか東側からのスロープを通り正面出入口から入ります。玄関ドアは両開き式自動ドアとなっており、入って左側に総合受付カウンターがあります。正面玄関を入って突き当たりの右側にエレベーターがあります。福祉型トイレは、通路西側にあり、一般用トイレは、エレベーター前を右側に行った通路の奥に女性用と男性用があります。,エレベーター|バリアフリートイレ|段差無し|屋内のおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.589413,130.401855
bf_0147,中央児童会館 あいくる,accessible,官公庁舎・公共施設,中央区,810-0021,福岡市中央区今泉１丁目１９－２２ 天神CLASS ６階,092-741-3551,9:00～21:00（小学生18:00 中学生19:00 高校生21:00まで）,西鉄バス：今泉１丁目バス停下車 徒歩１分 地下鉄：（空港線）天神駅２番出口より徒歩１０分 （七隈線）天神南駅１番出口より徒歩５分 電車：（西鉄大牟田線）福岡（天神）駅南口より徒歩５分,https://www.jidoukaikan-aikuru.or.jp/,「遊び・体験・交流の場」として、子ども達の遊びや活動の場、子育て支援事業、乳幼児の一時預かり、クラブ活動や、季節のイベントや様々な催し物などを通して、子供たちの健全な育成を行う施設です。,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|ふくおか・まごころ駐車場|文字案内|筆談対応|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|小児用便器|授乳室|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.586418,130.39772
bf_0148,中央市民センター,accessible,官公庁舎・公共施設,中央区,810-0042,福岡市中央区赤坂２－５－８,092-714-5521,9:00~21:00(ホールは22：00）,市営地下鉄赤坂駅から徒歩5分,http://gakushu.city.fukuoka.lg.jp/center/,市民センターは、各種の講座・講演会等の開催、地域公民館への助言・指導、さまざまな情報の提供等を行っています。,車いす貸出|車いす対応自動販売機|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|屋内のおむつ交換スペース|トイレのおむつ交換スペース|小児用便器|授乳室|託児室|公衆電話|温水洗浄便座|自動ドア|全館禁煙,市データ,33.585777,130.388779
bf_0149,中央市民プール,accessible,官公庁舎・公共施設,中央区,810-0061,福岡市中央区西公園１４－３０,092-712-8090,,西鉄市民プール前バス停から徒歩1分,http://ntw.xsrv.jp/wp/fukuokacentralcitizenpool/,当施設は身近な健康増進施設として、市民の皆様に親しまれております。AEDを1階ロビーに設置。各種水泳教室を実施しております。駐車場から施設出入口へのスロープがあります。,バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|屋内のおむつ交換スペース|ベビーチェア|授乳室|キッズルーム|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.599281,130.371719
bf_0150,中央障がい者フレンドホーム,accessible,福祉,中央区,810-0073,福岡市中央区舞鶴１－４－１３,092-753-6776,9：00～18：00,,https://www.nonohana.or.jp/chuofriend.html,地域の障がいのある方々の様々な相談に応じ、生きがいと交流の場を提供する施設として、各種文化教室等を開催しています。,車いす対応自動販売機|エレベーター|バリアフリートイレ|インターフォンの設置|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|親子トイレ|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.592487,130.392426
bf_0151,中央体育館,accessible,官公庁舎・公共施設,中央区,810-0042,福岡市中央区赤坂２－５－５,092-741-0301,,市営地下鉄赤坂駅から徒歩5分,http://www.sports-fukuokacity.or.jp/info_facilities/gym_list/tyuou/index.html,当館は、市民の皆さんの体育・スポーツ・レクレーションなどの振興を図り、健康づくり・仲間づくりを進めるための施設であり、スポーツ教室の開催及びイベント情報の提供等を行っています。駐車場から施設出入口までスロープが１箇所あります。ＡＥＤが１階事務室にあります。,車いす貸出|車いす対応自動販売機|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|ふくおか・まごころ駐車場|筆談対応|点字（誘導）ブロック|屋内のおむつ交換スペース|トイレのおむつ交換スペース|障がいのある方、高齢者の方への割引|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.585827,130.389099
bf_0152,福岡市地下鉄 千代県庁口駅,accessible,公共交通機関,博多区,812-0044,福岡市博多区千代４丁目,092-651-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/tiyo.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.605049,130.413528
bf_0153,千代公民館,accessible,官公庁舎・公共施設,博多区,812-0044,福岡市博多区千代１丁目２０－１１,092-651-0066,,西鉄千代町バス停から徒歩2分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.602211,130.415527
bf_0154,千代人権のまちづくり館,accessible,官公庁舎・公共施設,博多区,812-0044,福岡市博多区千代３－４９－１３,092-651-6127,,西鉄石堂大橋バス停から徒歩3分,,,車いす貸出|エレベーター|バリアフリートイレ|段差無し|筆談対応|屋内のおむつ交換スペース|ベビーチェア|キッズルーム|温水洗浄便座|全館禁煙,市データ,33.604362,130.410202
