# DiversMap 統合地点データ
# フォーマット: id,name,category,subcategory,district,postal_code,address,phone,hours,access,website_url,description,tags,source,lat,lng
#
# category: transit / hazard / accessible / food / tourism / shopping / medical / other
# tags: | 区切りのタグ（バリアフリー設備・店舗特徴など）
# lat/lng: 省略可（空欄でマップに表示しない）
#
# 追加・修正はこのファイルを直接編集してください（再ビルド不要）
# 既存施設データを更新する場合は dart run tool/migrate_to_places.dart を再実行
id,name,category,subcategory,district,postal_code,address,phone,hours,access,website_url,description,tags,source,lat,lng
bf_0194,西体育館,accessible,官公庁舎・公共施設,西区,819-0041,福岡市西区拾六町１－１３－３５,092-882-5144,,西鉄西体育館前バス停から徒歩1分,http://www.sports-fukuokacity.or.jp/,福岡市「赤ちゃんの駅」の登録施設です。ＡＥＤ設置しています。,車いす貸出|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|キッズルーム|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|全館禁煙,市データ,33.566563,130.317413
bf_0195,西高宮公民館,accessible,官公庁舎・公共施設,南区,815-0071,福岡市南区平和１丁目７－１６,092-531-4767,,西鉄西高宮小学校前バス停から徒歩約2分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.568176,130.402847
bf_0196,西鉄大橋駅,accessible,公共交通機関,南区,815-0033,福岡市南区大橋１ー５,0570-00-1010,,西鉄西鉄大橋駅前バス停から徒歩1分,http://www.nishitetsu.co.jp/train/,,車いす対応公衆電話|介添えサービス|エレベーター|バリアフリートイレ|段差無し|文字案内|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引,市データ,33.559036,130.42688
bf_0197,西鉄 香椎駅,accessible,公共交通機関,東区,813-0013,福岡市東区香椎駅前２－１７－１,0570-00-1010,,西鉄西鉄香椎バス停から徒歩1分,http://www.nishitetsu.co.jp/train/,,車いす等対応エスカレーター|車いす貸出|車いす対応公衆電話|エレベーター|バリアフリートイレ|文字案内|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|オストメイト対応設備|全館禁煙,市データ,33.659706,130.44043
bf_0198,西鉄 香椎花園駅,accessible,公共交通機関,東区,813-0003,福岡市東区香住ヶ丘６－１－１,0570-00-1010,,西鉄香椎花園前バス停から徒歩1分,http://www.nishitetsu.co.jp/train/,周囲の歩道には誘導ブロックがあります。,バリアフリートイレ|段差無し|文字案内|点字（誘導）ブロック|点字案内|音声案内|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|全館禁煙,市データ,33.669842,130.434357
bf_0199,西鉄 香椎宮前駅,accessible,公共交通機関,東区,813-0044,福岡市東区千早５,0570-00-1010,,西鉄香椎参道バス停から徒歩1分,http://www.nishitetsu.co.jp/train/,正面の歩道から駅構内まで誘導ブロックがつながっています。,車いす等対応エスカレーター|エレベーター|バリアフリートイレ|段差無し|文字案内|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|オストメイト対応設備|全館禁煙,市データ,33.654358,130.440918
bf_0200,西鉄 雑餉隈駅,accessible,公共交通機関,博多区,812-0879,福岡市博多区銀天町１－１,0570-00-1010,,西鉄西鉄雑餉隈駅入口バス停から徒歩2分,http://www.nishitetsu.co.jp/train/,,車いす対応公衆電話|介添えサービス|エレベーター|バリアフリートイレ|文字案内|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|全館禁煙,市データ,33.547241,130.462219
bf_0201,西鉄 千早駅,accessible,公共交通機関,東区,813-0044,福岡市東区千早４－９３－１,0570-00-1010,,西鉄千早駅前バス停から徒歩1分,http://www.nishitetsu.co.jp/train/,ＪＲ千早駅と建物が一体です。誘導ブロックも連結しています。,車いす対応ATM|エレベーター|バリアフリートイレ|文字案内|点字（誘導）ブロック|点字案内|音声案内|点字・音声案内ATM|屋内のおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|オストメイト対応設備|全館禁煙,市データ,33.648224,130.439194
bf_0202,西鉄 唐の原駅,accessible,公共交通機関,東区,813-0001,福岡市東区唐原２－２３,0570-00-1010,,西鉄大名バス停から徒歩5分,http://www.nishitetsu.co.jp/train/,線路の西側に出入口があります。,車いす対応公衆電話|段差無し|文字案内|点字（誘導）ブロック|屋内のおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|全館禁煙,市データ,33.680195,130.433151
bf_0203,西鉄 名島駅,accessible,公共交通機関,東区,813-0043,福岡市東区名島３－５０－６,0570-00-1010,,西鉄名島駅前バス停から徒歩1分,http://www.nishitetsu.co.jp/train/,,介添えサービス|バリアフリートイレ|段差無し|文字案内|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|オストメイト対応設備|全館禁煙,市データ,33.642761,130.431686
bf_0204,西鉄 平尾駅,accessible,公共交通機関,中央区,810-0014,福岡市中央区平尾２ー２３５－６,0570-00-1010,,西鉄平尾バス停から徒歩1分,http://www.nishitetsu.co.jp/train/,点字販売機がございます。,車いす等対応エスカレーター|車いす対応公衆電話|介添えサービス|エレベーター|バリアフリートイレ|文字案内|点字（誘導）ブロック|点字案内|音声案内|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|全館禁煙,市データ,33.574314,130.40387
bf_0205,西鉄 福岡（天神）駅,accessible,公共交通機関,中央区,810-0001,福岡市中央区天神２－１,0570-00-1010,,西鉄天神バスセンターバス停から徒歩1分,http://www.nishitetsu.co.jp/train/,,車いす等対応エスカレーター|車いす対応ATM|車いす対応自動販売機|車いす対応公衆電話|介添えサービス|エレベーター|バリアフリートイレ|段差無し|文字案内|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|授乳室|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座,市データ,33.588661,130.400131
bf_0206,西鉄 三苫駅,accessible,公共交通機関,東区,811-0201,福岡市東区美和台３－６,0570-00-1010,,西鉄西鉄三苫駅バス停から徒歩1分,http://www.nishitetsu.co.jp/train/,,車いす対応公衆電話|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.702026,130.422684
bf_0207,西鉄 薬院駅,accessible,公共交通機関,中央区,810-0004,福岡市中央区渡辺通２ー６,0570-00-1010,,市営地下鉄薬院駅から徒歩1分,http://www.nishitetsu.co.jp/train/,,車いす等対応エスカレーター|車いす対応ATM|車いす対応公衆電話|介添えサービス|エレベーター|バリアフリートイレ|段差無し|文字案内|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引,市データ,33.581894,130.401337
bf_0208,西鉄 和白駅,accessible,公共交通機関,東区,811-0202,福岡市東区和白３－８－２,0570-00-1010,,西鉄和白バス停から徒歩6分,http://www.nishitetsu.co.jp/train/,,車いす対応公衆電話|バリアフリートイレ|段差無し|文字案内|点字（誘導）ブロック|点字案内|屋内のおむつ交換スペース|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|オストメイト対応設備|全館禁煙,市データ,33.688992,130.430038
bf_0209,西鉄井尻駅,accessible,公共交通機関,南区,811-1302,福岡市南区井尻５ー２,0570-00-1010,,西鉄井尻駅前バス停から徒歩1分,http://www.nishitetsu.co.jp/train/,,車いす等対応エスカレーター|車いす対応公衆電話|介添えサービス|バリアフリートイレ|段差無し|文字案内|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|全館禁煙,市データ,33.551785,130.443161
bf_0210,西鉄高宮駅,accessible,公共交通機関,南区,815-0082,福岡市南区大楠３－２０－１８,0570-00-1010,,西鉄西鉄高宮駅バス停から徒歩1分,http://www.nishitetsu.co.jp/train/,点字発券機があります,車いす対応公衆電話|介添えサービス|エレベーター|バリアフリートイレ|段差無し|文字案内|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|オストメイト対応設備|全館禁煙,市データ,33.567005,130.414963
bf_0211,西長住公民館,accessible,官公庁舎・公共施設,南区,811-1361,福岡市南区西長住１丁目１０－１,092-551-3515,,西鉄バス 長丘５丁目バス停から徒歩約５分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|授乳室|キッズルーム|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.551041,130.390625
bf_0212,西花畑公民館,accessible,官公庁舎・公共施設,南区,811-1356,福岡市南区花畑４丁目６－８,092-567-0072,,西鉄バス 花畑四丁目バス停から徒歩約２分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|温水洗浄便座|全館禁煙,市データ,33.538464,130.398727
bf_0213,西福岡税務署,accessible,官公庁舎・公共施設,早良区,814-8602,福岡市早良区百道１－５－２２,092-843-6211,,市営地下鉄藤崎駅から徒歩3分,http://www.nta.go.jp/fukuoka/guide/zeimusho/fukuoka/nishifukuoka/index.htm,車いすの方は、呼出ベルを押していただきますと、別室で対応いたします。,車いす貸出|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|点字（誘導）ブロック|点字案内|屋内のおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.583511,130.348602
bf_0214,福岡市地下鉄 野芥駅,accessible,公共交通機関,早良区,814-0171,福岡市早良区野芥二丁目,092-894-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/noke.php,駅務室にＡＥＤがあります。,車いす貸出|車いす対応公衆電話|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.546429,130.344406
bf_0215,野芥公民館,accessible,官公庁舎・公共施設,早良区,814-0171,福岡市早良区野芥７丁目２３－２０,092-862-3119,,西鉄バス 早良妙見西口バス停から徒歩約６分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|エレベーター|バリアフリートイレ|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|温水洗浄便座|全館禁煙,市データ,33.539024,130.341064
bf_0216,能古公民館,accessible,官公庁舎・公共施設,西区,819-0012,福岡市西区能古７２６－９,092-881-0873,,福岡市営渡船 能古旅客待合所から徒歩約5分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|点字（誘導）ブロック|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|授乳室|キッズルーム|温水洗浄便座|全館禁煙,市データ,33.609592,130.307434
bf_0217,野多目公民館,accessible,官公庁舎・公共施設,南区,811-1347,福岡市南区野多目２丁目８－１２,092-565-4223,,西鉄バス 野多目ランプ入口バス停から徒歩約６分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.540791,130.423889
bf_0218,福岡市地下鉄 博多駅,accessible,公共交通機関,博多区,812-0012,福岡市博多区博多駅中央街,092-451-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/hakata.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|授乳室|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.589783,130.420593
bf_0219,博多区山王子どもプラザ,accessible,官公庁舎・公共施設,博多区,812-0015,福岡市博多区山王１－１３－１０,092-472-6006,,西鉄山王公園前バス停から徒歩5分,http://members2.jcom.home.ne.jp/hakata-kodomoplaza/index.html,福岡市「赤ちゃんの駅」の登録施設です。,車いす貸出|車いす対応公衆電話|介添えサービス|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|点字（誘導）ブロック|点字案内|屋内のおむつ交換スペース|ベビーチェア|授乳室|託児室|キッズルーム|障がいのある方、高齢者の方への割引|温水洗浄便座|全館禁煙,市データ,33.582455,130.433487
bf_0220,博多区博多南子どもプラザ,accessible,官公庁舎・公共施設,博多区,812-0878,福岡市博多区竹丘町1-4-11 桜美館1階,092-592-9711,10：00～16：00,JR鹿児島本線「南福岡駅」から徒歩６分 西鉄電車「雑餉隈駅」から徒歩９分 西鉄バス「南本町」から徒歩９分 西鉄バス「寿町２丁目」から徒歩５分 西鉄バス「那珂南小学校」から徒歩3分,https://hakataminamikodomo.wixsite.com/kodomoplaza,利用料：無料 休館日：毎週土曜日・毎月第４金曜日・年末年始 乳幼児(就学前)とその保護者がいつでも利用できる常設の遊び場です。他の親子と交流ができたり、子育てに関する相談ができます。,バリアフリートイレ|段差無し|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|授乳室|ベビーベッド|洋式トイレ|全館禁煙,市データ,33.54277,130.464005
bf_0221,博多区保健福祉センタ－,accessible,福祉|官公庁舎・公共施設,博多区,812-8512,福岡市博多区博多駅前２丁目８番１号,092-419-1078,,福岡市営地下鉄祗園駅「Ｐ２出口」から徒歩５分 ＪＲ「博多」駅から 徒歩７分 西鉄バス「駅前１丁目」バス停から徒歩５分,https://www.city.fukuoka.lg.jp/hakata/ha-kuyakusyo-shisetsu/hokenfukushicenter.html,博多区保健福祉センターは、博多区役所の庁舎内にあります。福岡市「赤ちゃんの駅」の登録施設です。,車いす貸出|介添えサービス|エレベーター|バリアフリートイレ|インターフォンの設置|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|ふくおか・まごころ駐車場|文字案内|手話対応|筆談対応|点字（誘導）ブロック|音声案内|ほじょ犬の同伴可能|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|ベビーカー貸出|授乳室|ベビーベッド|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.59103,130.414719
bf_0222,博多区役所,accessible,官公庁舎・公共施設,博多区,812-8512,福岡市博多区博多駅前２丁目８－１,092-441-2131,午前８時４５分～午後５時１５分,市営地下鉄祇園駅から徒歩５分,http://www.city.fukuoka.lg.jp/hakata/index.html,福岡市「赤ちゃんの駅」の登録施設です。,車いす貸出|介添えサービス|エレベーター|バリアフリートイレ|インターフォンの設置|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|ふくおか・まごころ駐車場|文字案内|手話対応|筆談対応|点字（誘導）ブロック|音声案内|ほじょ犬の同伴可能|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|ベビーカー貸出|授乳室|ベビーベッド|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.59103,130.414719
bf_0223,博多警察署,accessible,官公庁舎・公共施設,博多区,812-0011,福岡市博多区博多駅前２－８－２４,092-412-0110,,西鉄駅前三丁目バス停から徒歩2分,http://www.police.pref.fukuoka.jp/fukuoka/hakata-ps/index2.html,一般の方が立ち入り可能なのは、１階と２階のみとなっております。,車いす貸出|車いす対応公衆電話|エレベーター|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|全館禁煙,市データ,33.591282,130.413971
bf_0224,博多市民センター,accessible,官公庁舎・公共施設,博多区,812-0015,福岡市博多区山王１－１３－１０,092-472-5991,9:00～21:00（ホールは22:00まで）,西鉄山王公園前バス停から徒歩3分,http://www.hakata-shimin.info/,福岡市「赤ちゃんの駅」の登録施設です。利用は窓口または「公共施設案内・予約システム」にて、利用を希望する月の３ヵ月前 (ホールは９ヵ月前)の月の１～１４日までに抽選の申込みをして下さい。,車いす貸出|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|ふくおか・まごころ駐車場|文字案内|筆談対応|点字（誘導）ブロック|ほじょ犬の同伴可能|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|授乳室|障がいのある方、高齢者の方への割引|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.582455,130.433487
bf_0225,博多市民プール,accessible,官公庁舎・公共施設,博多区,812-0892,福岡市博多区東那珂１－９－１５,092-473-8855,,西鉄東光寺本町バス停から徒歩8分,http://www.hakata-pool.info/,開館時間：午前９時～午後９時 休館日：毎週水曜日および毎月第２木曜日（当日が休日の場合はその翌日）。 年末年始（１２月２８日～１月４日）、ボイラー性能検査日（４日間程度）。 トレーナーによるレッスンクラスあります。,段差無し|文字案内|筆談対応|点字（誘導）ブロック|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|温水洗浄便座|全館禁煙,市データ,33.578178,130.440109
bf_0226,博多障がい者フレンドホーム,accessible,官公庁舎・公共施設|福祉,博多区,812-0857,福岡市博多区西月隈５－６－１,092-586-1360,,西鉄板付二丁目バス停から徒歩3分,http://hakatafriend.com/,博多フレンドホームは、様々な障害をお持ちの方が地域のなかで快く過ごしていただく「いこいの場」です。現在、更生相談や生活介護事業、文化教室当を提供しています。,バリアフリートイレ|乗り降りしやすい駐車場|点字（誘導）ブロック|点字案内|温水洗浄便座,市データ,33.565975,130.455444
bf_0227,博多税務署,accessible,官公庁舎・公共施設,東区,812-0054,福岡市東区馬出１－８－１,092-641-8131,,市営地下鉄馬出九大病院前駅から徒歩3分,http://www.nta.go.jp/fukuoka/guide/zeimusho/fukuoka/hakata/index.htm,ＡＥＤが１階総合受付にあります。,車いす貸出|介添えサービス|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|屋内のおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.607353,130.42099
bf_0228,博多体育館,accessible,官公庁舎・公共施設,博多区,812-0015,福岡市博多区山王１－９－５,092-481-0301,,西鉄山王公園前バス停から徒歩4分,http://www.hakata-taiikukan.info/,トレーニング室、競技場、卓球場、弓道場、武道室、こども広場と更衣室、シャワールームを完備しております運動施設です。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|点字（誘導）ブロック|点字・音声案内自動販売機|屋内のおむつ交換スペース|キッズルーム|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|全館禁煙,市データ,33.58321,130.432175
bf_0229,博多の森 弓道場,accessible,官公庁舎・公共施設,博多区,812-0852,福岡市博多区東平尾公園１－１－１ 博多の森弓道場,092-611-1544,,西鉄東平尾公園入口バス停から徒歩3分,http://www.midorimachi.jp/,スロープ無し、AEDは敷地内のテニスクラブハウスより持ち込んで利用できます。,乗り降りしやすい駐車場|全館禁煙,市データ,33.591671,130.460602
bf_0230,博多の森 テニス競技場,accessible,官公庁舎・公共施設,博多区,812-0852,福岡市博多区東平尾公園１－１－２ 博多の森テニス競技場,092-611-1544,,西鉄テニスコート前バス停から徒歩5分,http://www.midorimachi.jp/,福岡市「赤ちゃんの駅」の登録施設です。ＡＥＤはクラブハウス内事務所にあります。屋内コート及び屋外コートはスロープを通り観戦及びプレーすることが出来ます。,車いす貸出|車いす対応自動販売機|車いす対応客席|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|屋内のおむつ交換スペース|全館禁煙,市データ,33.591671,130.460602
bf_0231,博多の森 テニス競技場センターコート,accessible,官公庁舎・公共施設,博多区,812-0852,福岡市博多区東平尾公園１－１－２ 博多の森テニス競技場センターコート,092-611-1544,,西鉄東平尾公園入口バス停から徒歩5分,http://www.midorimachi.jp/,施設は、エレベータが設置されており車椅子でも利用できます。AEDは当施設には設置されていませんが、クラブハウスより持ち込んで利用できます。「赤ちゃんの駅」は敷地内のクラブハウスにあります。,車いす貸出|車いす対応自動販売機|車いす対応客席|段差無し|全館禁煙,市データ,33.591671,130.460602
bf_0232,博多の森 陸上競技場,accessible,官公庁舎・公共施設,博多区,812-0852,福岡市博多区東平尾公園２－１－２ 博多の森陸上競技場,092-611-1515,,博多の森競技場前バス停から徒歩5分,http://www.midorimachi.jp/,福岡市「赤ちゃんの駅」の登録施設です。AEDは１F事務所にあります。３Fスタンドへは、屋内エレベータと駐車場からスロープを利用して、車椅子で入場できます。事務所にて車椅子をお貸ししています。,車いす貸出|車いす対応自動販売機|車いす対応公衆電話|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|点字（誘導）ブロック|屋内のおむつ交換スペース|温水洗浄便座|全館禁煙,市データ,33.586304,130.461426
bf_0233,博多の森球技場 ベスト電器スタジアム,accessible,官公庁舎・公共施設,博多区,812-0852,福岡市博多区東平尾公園２－１－１,092-612-7070,,西鉄東平尾公園入口バス停から徒歩6分,http://www.midorimachi.jp/,福岡市「赤ちゃんの駅」の登録施設です。ＡＥＤは１階事務室にあります。大会時には1階エントランス付近に障害者の方のための駐車スペースを確保しています。,車いす貸出|車いす対応公衆電話|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|点字（誘導）ブロック|点字案内|屋内のおむつ交換スペース|授乳室|全館禁煙,市データ,33.586304,130.461426
bf_0234,福岡市地下鉄 箱崎九大前駅,accessible,公共交通機関,東区,812-0053,福岡市東区箱崎三丁目,092-651-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/hakozakikyudai.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.620895,130.422745
bf_0235,箱崎公民館,accessible,官公庁舎・公共施設,東区,812-0053,福岡市東区箱崎一丁目27-17,092-651-7708,,西鉄バス 網屋町バス停から徒歩3分,,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|キッズルーム|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.617023,130.42334
bf_0236,福岡市地下鉄 箱崎宮前駅,accessible,公共交通機関,東区,812-0054,福岡市東区馬出四丁目,092-651-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/hakozakimiya.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.614807,130.417236
bf_0237,筥松公民館,accessible,官公庁舎・公共施設,東区,812-0061,福岡市東区筥松一丁目21-1,092-621-4999,,西鉄バス 原田から徒歩8分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|小児用便器|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.615257,130.434174
bf_0238,福岡市地下鉄 橋本駅,accessible,公共交通機関,西区,819-0031,福岡市西区橋本二丁目,092-894-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/hashimoto.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.556602,130.321472
bf_0239,橋本子どもプラザ,accessible,官公庁舎・公共施設,西区,819-0031,福岡市西区橋本２－２７－２ 木の葉モール橋本,092-407-2862,,,http://fukuokaizumi.com/plaza/,,段差無し|親子トイレ|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|授乳室|ベビーベッド|駐車場,市データ,33.55592,130.321625
bf_0240,パスポートセンター,accessible,官公庁舎・公共施設,中央区,810-0001,福岡市中央区天神１－１－１ アクロス福岡３階,092-725-9001,,西鉄市役所北口バス停から徒歩1分,http://www.pref.fukuoka.lg.jp,,車いす貸出|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|屋内のおむつ交換スペース|ベビーチェア|授乳室|オストメイト対応設備|温水洗浄便座,市データ,33.589542,130.403717
